"State","Gender","Age.Cohort","Fit.Bound","LE"
"Arizona","Male","15-24 years","lwr","61.9084616168044"
"Arizona","Male","15-24 years","upr","66.2117954136517"
"Arizona","Male","25-34 years","fit","54.6637514052121"
"Arizona","Male","25-34 years","lwr","52.7597030646669"
"Arizona","Male","25-34 years","upr","56.683976392216"
"Arizona","Male","35-44 years","fit","45.5702472792279"
"Arizona","Male","35-44 years","lwr","43.8220448908275"
"Arizona","Male","35-44 years","upr","47.432330725959"
"Arizona","Male","45-54 years","fit","36.5035902926207"
"Arizona","Male","45-54 years","lwr","34.9512248797821"
"Arizona","Male","45-54 years","upr","38.1672696252797"
"Arizona","Male","55-64 years","fit","28.3295271603757"
"Arizona","Male","55-64 years","lwr","26.9704073260468"
"Arizona","Male","55-64 years","upr","29.7994687726234"
"Arizona","Male","65-74 years","fit","21.2428400905045"
"Arizona","Male","65-74 years","lwr","19.9210809432953"
"Arizona","Male","65-74 years","upr","22.6799323583382"
"Arizona","Male","75-84 years","fit","14.3543881901838"
"Arizona","Male","75-84 years","lwr","13.4140331160167"
"Arizona","Male","75-84 years","upr","15.3942022976464"
"Arizona","Male","85+ years","fit","8.84907036500552"
"Arizona","Male","85+ years","lwr","8.23399767912172"
"Arizona","Male","85+ years","upr","9.53428004047831"
"Arizona","Total","< 1 year","fit","80.6984249498354"
"Arizona","Total","< 1 year","lwr","78.6486574968058"
"Arizona","Total","< 1 year","upr","82.7701051268917"
"Arizona","Total","1-4 years","fit","80.1769871890909"
"Arizona","Total","1-4 years","lwr","78.3332099885174"
"Arizona","Total","1-4 years","upr","82.0792044746585"
"Arizona","Total","5-14 years","fit","76.2767707782912"
"Arizona","Total","5-14 years","lwr","74.4730563309425"
"Arizona","Total","5-14 years","upr","78.1437873204731"
"Arizona","Total","15-24 years","fit","66.3688238658455"
"Arizona","Total","15-24 years","lwr","64.5902557281493"
"Arizona","Total","15-24 years","upr","68.2107501756877"
"Arizona","Total","25-34 years","fit","56.8536500610847"
"Arizona","Total","25-34 years","lwr","55.2142819005094"
"Arizona","Total","25-34 years","upr","58.5553163434731"
"Arizona","Total","35-44 years","fit","47.5531920840282"
"Arizona","Total","35-44 years","lwr","46.0194444856533"
"Arizona","Total","35-44 years","upr","49.150364312196"
"Arizona","Total","45-54 years","fit","38.3338060596189"
"Arizona","Total","45-54 years","lwr","36.9333727680041"
"Arizona","Total","45-54 years","upr","39.7966463800694"
"Arizona","Total","55-64 years","fit","29.8699741566508"
"Arizona","Total","55-64 years","lwr","28.6433525427525"
"Arizona","Total","55-64 years","upr","31.1609386547289"
"Arizona","Total","65-74 years","fit","22.2368272636692"
"Arizona","Total","65-74 years","lwr","21.0502955940073"
"Arizona","Total","65-74 years","upr","23.4885423720814"
"Arizona","Total","75-84 years","fit","14.8149944514249"
"Arizona","Total","75-84 years","lwr","13.9617517703288"
"Arizona","Total","75-84 years","upr","15.7241763337521"
"Arizona","Total","85+ years","fit","8.72951545302343"
"Arizona","Total","85+ years","lwr","8.22258430115433"
"Arizona","Total","85+ years","upr","9.27433913563765"
"Arkansas","Female","< 1 year","fit","78.8770023314487"
"Arkansas","Female","< 1 year","lwr","76.898862139144"
"Arkansas","Female","< 1 year","upr","80.9509289601249"
"Arkansas","Female","1-4 years","fit","78.4537171879888"
"Arkansas","Female","1-4 years","lwr","76.6123721196269"
"Arkansas","Female","1-4 years","upr","80.4012678679328"
"Arkansas","Female","5-14 years","fit","74.5496812351739"
"Arkansas","Female","5-14 years","lwr","72.7633776010124"
"Arkansas","Female","5-14 years","upr","76.4442515597422"
"Arkansas","Female","15-24 years","fit","64.6500315119138"
"Arkansas","Female","15-24 years","lwr","62.8983965567045"
"Arkansas","Female","15-24 years","upr","66.5102839240186"
"Arkansas","Female","25-34 years","fit","54.9554152964493"
"Arkansas","Female","25-34 years","lwr","53.313250557392"
"Arkansas","Female","25-34 years","upr","56.7044824155977"
"Arkansas","Female","35-44 years","fit","45.4729299817651"
"Arkansas","Female","35-44 years","lwr","43.8969182982605"
"Arkansas","Female","35-44 years","upr","47.1550628019173"
"Arkansas","Female","45-54 years","fit","36.3096678991997"
"Arkansas","Female","45-54 years","lwr","34.838998222205"
"Arkansas","Female","45-54 years","upr","37.8850590615302"
"Arkansas","Female","55-64 years","fit","28.0637319942778"
"Arkansas","Female","55-64 years","lwr","26.87730471354"
"Arkansas","Female","55-64 years","upr","29.3527184070753"
"Arkansas","Female","65-74 years","fit","20.4976100768208"
"Arkansas","Female","65-74 years","lwr","19.3650075001742"
"Arkansas","Female","65-74 years","upr","21.7322989841052"
"Arkansas","Female","75-84 years","fit","13.3412498445693"
"Arkansas","Female","75-84 years","lwr","12.4883662801384"
"Arkansas","Female","75-84 years","upr","14.2898418157064"
"Arkansas","Female","85+ years","fit","7.72810220511502"
"Arkansas","Female","85+ years","lwr","7.10175840001759"
"Arkansas","Female","85+ years","upr","8.42485787602432"
"Arkansas","Male","< 1 year","fit","73.5129737529985"
"Arkansas","Male","< 1 year","lwr","71.2479832948933"
"Arkansas","Male","< 1 year","upr","75.9481527311421"
"Arkansas","Male","1-4 years","fit","73.1415417097214"
"Arkansas","Male","1-4 years","lwr","71.0119161622881"
"Arkansas","Male","1-4 years","upr","75.4511358859959"
"Arkansas","Male","5-14 years","fit","69.2449899808386"
"Arkansas","Male","5-14 years","lwr","67.1590603632444"
"Arkansas","Male","5-14 years","upr","71.5115172311065"
"Arkansas","Male","15-24 years","fit","59.3682868379638"
"Arkansas","Male","15-24 years","lwr","57.3432619868896"
"Arkansas","Male","15-24 years","upr","61.5741047101933"
"Arkansas","Male","25-34 years","fit","50.0574351272107"
"Arkansas","Male","25-34 years","lwr","48.1774525789928"
"Arkansas","Male","25-34 years","upr","52.1129668098632"
"Arkansas","Male","35-44 years","fit","41.0283766364962"
"Arkansas","Male","35-44 years","lwr","39.2245321571461"
"Arkansas","Male","35-44 years","upr","43.0054070716964"
"Arkansas","Male","45-54 years","fit","32.160119105524"
"Arkansas","Male","45-54 years","lwr","30.4910015618868"
"Arkansas","Male","45-54 years","upr","33.9985587532072"
"Arkansas","Male","55-64 years","fit","24.4098117127966"
"Arkansas","Male","55-64 years","lwr","23.1043601703932"
"Arkansas","Male","55-64 years","upr","25.8725362437326"
"Arkansas","Male","65-74 years","fit","17.9201599021699"
"Arkansas","Male","65-74 years","lwr","16.6472503021101"
"Arkansas","Male","65-74 years","upr","19.3566570645954"
"Arkansas","Male","75-84 years","fit","11.8735296222679"
"Arkansas","Male","75-84 years","lwr","10.9679645844636"
"Arkansas","Male","75-84 years","upr","12.9244459003923"
"Arkansas","Male","85+ years","fit","7.26910337942478"
"Arkansas","Male","85+ years","lwr","6.56282335071806"
"Arkansas","Male","85+ years","upr","8.08651027050123"
"Arkansas","Total","< 1 year","fit","76.1733001189892"
"Arkansas","Total","< 1 year","lwr","74.2516137006577"
"Arkansas","Total","< 1 year","upr","78.1942745286562"
"Arkansas","Total","1-4 years","fit","75.7785761401099"
"Arkansas","Total","1-4 years","lwr","73.9713585225223"
"Arkansas","Total","1-4 years","upr","77.6939403400131"
"Arkansas","Total","5-14 years","fit","71.8787336191612"
"Arkansas","Total","5-14 years","lwr","70.1056404804876"
"Arkansas","Total","5-14 years","upr","73.7610397531084"
"Arkansas","Total","15-24 years","fit","61.9915488065424"
"Arkansas","Total","15-24 years","lwr","60.2565026651521"
"Arkansas","Total","15-24 years","upr","63.8362752547974"
"Arkansas","Total","25-34 years","fit","52.5029419871698"
