Age Group,State,Gender,Yearly July 1st Estimates,Population
75-79 years,Rhode Island,Female,2006,18098
75-79 years,Rhode Island,Female,2007,17277
75-79 years,Rhode Island,Female,2008,16573
75-79 years,Rhode Island,Female,2009,15807
75-79 years,Rhode Island,Female,2010,15322
75-79 years,Rhode Island,Female,2011,15066
75-79 years,Rhode Island,Female,2012,15055
75-79 years,Rhode Island,Female,2013,15102
75-79 years,Rhode Island,Female,2014,15237
75-79 years,Rhode Island,Female,2015,15398
75-79 years,Rhode Island,Female,2016,15751
75-79 years,Rhode Island,Female,2017,16253
75-79 years,Rhode Island,Female,2018,17217
75-79 years,Rhode Island,Female,2019,17951
75-79 years,Rhode Island,Male,1990,10991
75-79 years,Rhode Island,Male,1991,11259
75-79 years,Rhode Island,Male,1992,11542
75-79 years,Rhode Island,Male,1993,11812
75-79 years,Rhode Island,Male,1994,12012
75-79 years,Rhode Island,Male,1995,12371
75-79 years,Rhode Island,Male,1996,12784
75-79 years,Rhode Island,Male,1997,13149
75-79 years,Rhode Island,Male,1998,13186
75-79 years,Rhode Island,Male,1999,13452
75-79 years,Rhode Island,Male,2000,13661
75-79 years,Rhode Island,Male,2001,13592
75-79 years,Rhode Island,Male,2002,13541
75-79 years,Rhode Island,Male,2003,13405
75-79 years,Rhode Island,Male,2004,13269
75-79 years,Rhode Island,Male,2005,12773
75-79 years,Rhode Island,Male,2006,12558
75-79 years,Rhode Island,Male,2007,11903
75-79 years,Rhode Island,Male,2008,11503
75-79 years,Rhode Island,Male,2009,11187
75-79 years,Rhode Island,Male,2010,11147
75-79 years,Rhode Island,Male,2011,10998
75-79 years,Rhode Island,Male,2012,11051
75-79 years,Rhode Island,Male,2013,11196
75-79 years,Rhode Island,Male,2014,11369
75-79 years,Rhode Island,Male,2015,11551
75-79 years,Rhode Island,Male,2016,11855
75-79 years,Rhode Island,Male,2017,12379
75-79 years,Rhode Island,Male,2018,13417
75-79 years,Rhode Island,Male,2019,14068
75-79 years,South Carolina,Female,1990,47192
75-79 years,South Carolina,Female,1991,48412
75-79 years,South Carolina,Female,1992,49639
75-79 years,South Carolina,Female,1993,50084
75-79 years,South Carolina,Female,1994,51557
75-79 years,South Carolina,Female,1995,53088
75-79 years,South Carolina,Female,1996,54934
75-79 years,South Carolina,Female,1997,57270
75-79 years,South Carolina,Female,1998,58697
75-79 years,South Carolina,Female,1999,60112
75-79 years,South Carolina,Female,2000,61336
75-79 years,South Carolina,Female,2001,61496
75-79 years,South Carolina,Female,2002,61264
75-79 years,South Carolina,Female,2003,61432
75-79 years,South Carolina,Female,2004,60835
75-79 years,South Carolina,Female,2005,60597
75-79 years,South Carolina,Female,2006,61061
75-79 years,South Carolina,Female,2007,61797
75-79 years,South Carolina,Female,2008,62564
75-79 years,South Carolina,Female,2009,62871
75-79 years,South Carolina,Female,2010,64294
75-79 years,South Carolina,Female,2011,65976
75-79 years,South Carolina,Female,2012,67564
75-79 years,South Carolina,Female,2013,69678
75-79 years,South Carolina,Female,2014,71944
75-79 years,South Carolina,Female,2015,74576
75-79 years,South Carolina,Female,2016,78143
75-79 years,South Carolina,Female,2017,82516
75-79 years,South Carolina,Female,2018,89093
75-79 years,South Carolina,Female,2019,94412
75-79 years,South Carolina,Male,1990,28053
75-79 years,South Carolina,Male,1991,29467
75-79 years,South Carolina,Male,1992,30643
75-79 years,South Carolina,Male,1993,31561
75-79 years,South Carolina,Male,1994,32995
75-79 years,South Carolina,Male,1995,34371
75-79 years,South Carolina,Male,1996,36064
75-79 years,South Carolina,Male,1997,37824
75-79 years,South Carolina,Male,1998,38967
75-79 years,South Carolina,Male,1999,39841
75-79 years,South Carolina,Male,2000,40637
75-79 years,South Carolina,Male,2001,40930
75-79 years,South Carolina,Male,2002,41092
75-79 years,South Carolina,Male,2003,41838
75-79 years,South Carolina,Male,2004,42246
75-79 years,South Carolina,Male,2005,43215
75-79 years,South Carolina,Male,2006,44607
75-79 years,South Carolina,Male,2007,45525
75-79 years,South Carolina,Male,2008,46748
75-79 years,South Carolina,Male,2009,47934
75-79 years,South Carolina,Male,2010,49662
75-79 years,South Carolina,Male,2011,51490
75-79 years,South Carolina,Male,2012,53082
75-79 years,South Carolina,Male,2013,55160
75-79 years,South Carolina,Male,2014,57783
75-79 years,South Carolina,Male,2015,60469
75-79 years,South Carolina,Male,2016,63864
75-79 years,South Carolina,Male,2017,68159
75-79 years,South Carolina,Male,2018,73934
75-79 years,South Carolina,Male,2019,78602
75-79 years,South Dakota,Female,1990,11916
75-79 years,South Dakota,Female,1991,12157
75-79 years,South Dakota,Female,1992,12176
75-79 years,South Dakota,Female,1993,12164
75-79 years,South Dakota,Female,1994,12419
75-79 years,South Dakota,Female,1995,12429
75-79 years,South Dakota,Female,1996,12573
75-79 years,South Dakota,Female,1997,12744
75-79 years,South Dakota,Female,1998,12890
75-79 years,South Dakota,Female,1999,12755
75-79 years,South Dakota,Female,2000,12612
75-79 years,South Dakota,Female,2001,12523
75-79 years,South Dakota,Female,2002,12485
75-79 years,South Dakota,Female,2003,12465
75-79 years,South Dakota,Female,2004,12439
75-79 years,South Dakota,Female,2005,12507
75-79 years,South Dakota,Female,2006,12566
75-79 years,South Dakota,Female,2007,12557
75-79 years,South Dakota,Female,2008,12509
75-79 years,South Dakota,Female,2009,12321
75-79 years,South Dakota,Female,2010,12167
75-79 years,South Dakota,Female,2011,11948
75-79 years,South Dakota,Female,2012,11786
75-79 years,South Dakota,Female,2013,11726
75-79 years,South Dakota,Female,2014,11813
75-79 years,South Dakota,Female,2015,11817
75-79 years,South Dakota,Female,2016,11715
75-79 years,South Dakota,Female,2017,11920
75-79 years,South Dakota,Female,2018,12535
75-79 years,South Dakota,Female,2019,13026
75-79 years,South Dakota,Male,1990,8416
75-79 years,South Dakota,Male,1991,8597
75-79 years,South Dakota,Male,1992,8772
75-79 years,South Dakota,Male,1993,8827
75-79 years,South Dakota,Male,1994,8947
75-79 years,South Dakota,Male,1995,9105
75-79 years,South Dakota,Male,1996,9222
75-79 years,South Dakota,Male,1997,9401
75-79 years,South Dakota,Male,1998,9627
75-79 years,South Dakota,Male,1999,9794
75-79 years,South Dakota,Male,2000,9936
75-79 years,South Dakota,Male,2001,9933
75-79 years,South Dakota,Male,2002,9963
75-79 years,South Dakota,Male,2003,10013
75-79 years,South Dakota,Male,2004,9891
75-79 years,South Dakota,Male,2005,9852
75-79 years,South Dakota,Male,2006,9941
75-79 years,South Dakota,Male,2007,9874
75-79 years,South Dakota,Male,2008,9638
75-79 years,South Dakota,Male,2009,9448
75-79 years,South Dakota,Male,2010,9497
75-79 years,South Dakota,Male,2011,9633
75-79 years,South Dakota,Male,2012,9657
75-79 years,South Dakota,Male,2013,9710
75-79 years,South Dakota,Male,2014,9843
75-79 years,South Dakota,Male,2015,9899
75-79 years,South Dakota,Male,2016,9963
75-79 years,South Dakota,Male,2017,10263
75-79 years,South Dakota,Male,2018,10982
75-79 years,South Dakota,Male,2019,11416
75-79 years,Tennessee,Female,1990,76434
75-79 years,Tennessee,Female,1991,77170
75-79 years,Tennessee,Female,1992,78028
75-79 years,Tennessee,Female,1993,78043
75-79 years,Tennessee,Female,1994,79024
75-79 years,Tennessee,Female,1995,80314
75-79 years,Tennessee,Female,1996,82766
75-79 years,Tennessee,Female,1997,84797
75-79 years,Tennessee,Female,1998,86670
75-79 years,Tennessee,Female,1999,87442
75-79 years,Tennessee,Female,2000,88164
75-79 years,Tennessee,Female,2001,88081
75-79 years,Tennessee,Female,2002,87412
75-79 years,Tennessee,Female,2003,87655
75-79 years,Tennessee,Female,2004,86392
75-79 years,Tennessee,Female,2005,86545
75-79 years,Tennessee,Female,2006,87385
75-79 years,Tennessee,Female,2007,87603
75-79 years,Tennessee,Female,2008,87777
75-79 years,Tennessee,Female,2009,88207
75-79 years,Tennessee,Female,2010,89201
75-79 years,Tennessee,Female,2011,90610
75-79 years,Tennessee,Female,2012,91539
75-79 years,Tennessee,Female,2013,93440
75-79 years,Tennessee,Female,2014,95974
75-79 years,Tennessee,Female,2015,98199
75-79 years,Tennessee,Female,2016,100773
75-79 years,Tennessee,Female,2017,104883
75-79 years,Tennessee,Female,2018,110792
75-79 years,Tennessee,Female,2019,115504
75-79 years,Tennessee,Male,1990,46580
75-79 years,Tennessee,Male,1991,47314
75-79 years,Tennessee,Male,1992,48016
75-79 years,Tennessee,Male,1993,48274
75-79 years,Tennessee,Male,1994,49079
75-79 years,Tennessee,Male,1995,50060
75-79 years,Tennessee,Male,1996,51841
75-79 years,Tennessee,Male,1997,53682
75-79 years,Tennessee,Male,1998,55174
75-79 years,Tennessee,Male,1999,56286
75-79 years,Tennessee,Male,2000,57252
75-79 years,Tennessee,Male,2001,57834
75-79 years,Tennessee,Male,2002,58330
75-79 years,Tennessee,Male,2003,59368
75-79 years,Tennessee,Male,2004,59884
75-79 years,Tennessee,Male,2005,60922
75-79 years,Tennessee,Male,2006,62381
75-79 years,Tennessee,Male,2007,63362
75-79 years,Tennessee,Male,2008,64328
75-79 years,Tennessee,Male,2009,64809
75-79 years,Tennessee,Male,2010,66019
75-79 years,Tennessee,Male,2011,67768
75-79 years,Tennessee,Male,2012,69307
75-79 years,Tennessee,Male,2013,71851
75-79 years,Tennessee,Male,2014,74794
75-79 years,Tennessee,Male,2015,77364
75-79 years,Tennessee,Male,2016,80099
75-79 years,Tennessee,Male,2017,84242
75-79 years,Tennessee,Male,2018,89920
75-79 years,Tennessee,Male,2019,93726
75-79 years,Texas,Female,1990,204423
75-79 years,Texas,Female,1991,206622
75-79 years,Texas,Female,1992,209059
75-79 years,Texas,Female,1993,210580
75-79 years,Texas,Female,1994,212012
75-79 years,Texas,Female,1995,216095
75-79 years,Texas,Female,1996,223889
75-79 years,Texas,Female,1997,232766
75-79 years,Texas,Female,1998,239261
75-79 years,Texas,Female,1999,244968
75-79 years,Texas,Female,2000,249881
75-79 years,Texas,Female,2001,252465
75-79 years,Texas,Female,2002,253778
75-79 years,Texas,Female,2003,255561
75-79 years,Texas,Female,2004,256047
75-79 years,Texas,Female,2005,259524
75-79 years,Texas,Female,2006,262961
75-79 years,Texas,Female,2007,263573
75-79 years,Texas,Female,2008,264938
75-79 years,Texas,Female,2009,266452
75-79 years,Texas,Female,2010,269481
75-79 years,Texas,Female,2011,274450
75-79 years,Texas,Female,2012,279524
75-79 years,Texas,Female,2013,286679
75-79 years,Texas,Female,2014,294449
75-79 years,Texas,Female,2015,302130
75-79 years,Texas,Female,2016,313265
75-79 years,Texas,Female,2017,326732
75-79 years,Texas,Female,2018,346050
75-79 years,Texas,Female,2019,364846
75-79 years,Texas,Male,1990,131119
75-79 years,Texas,Male,1991,134312
75-79 years,Texas,Male,1992,136754
75-79 years,Texas,Male,1993,139124
75-79 years,Texas,Male,1994,141829
75-79 years,Texas,Male,1995,146604
75-79 years,Texas,Male,1996,153225
75-79 years,Texas,Male,1997,160992
75-79 years,Texas,Male,1998,166369
75-79 years,Texas,Male,1999,171837
75-79 years,Texas,Male,2000,176475
75-79 years,Texas,Male,2001,179112
75-79 years,Texas,Male,2002,181253
75-79 years,Texas,Male,2003,183749
75-79 years,Texas,Male,2004,186451
75-79 years,Texas,Male,2005,191166
75-79 years,Texas,Male,2006,196521
75-79 years,Texas,Male,2007,199029
75-79 years,Texas,Male,2008,202056
75-79 years,Texas,Male,2009,204914
75-79 years,Texas,Male,2010,209255
75-79 years,Texas,Male,2011,214109
75-79 years,Texas,Male,2012,219199
75-79 years,Texas,Male,2013,226038
75-79 years,Texas,Male,2014,233916
75-79 years,Texas,Male,2015,241065
75-79 years,Texas,Male,2016,250788
75-79 years,Texas,Male,2017,262609
75-79 years,Texas,Male,2018,279564
75-79 years,Texas,Male,2019,294498
75-79 years,Utah,Female,1990,17162
75-79 years,Utah,Female,1991,17887
75-79 years,Utah,Female,1992,18396
75-79 years,Utah,Female,1993,18905
75-79 years,Utah,Female,1994,19691
75-79 years,Utah,Female,1995,20228
75-79 years,Utah,Female,1996,20844
75-79 years,Utah,Female,1997,21409
75-79 years,Utah,Female,1998,21835
75-79 years,Utah,Female,1999,22162
75-79 years,Utah,Female,2000,22502
75-79 years,Utah,Female,2001,22620
75-79 years,Utah,Female,2002,22840
75-79 years,Utah,Female,2003,22713
75-79 years,Utah,Female,2004,22762
75-79 years,Utah,Female,2005,23230
75-79 years,Utah,Female,2006,23871
75-79 years,Utah,Female,2007,24037
75-79 years,Utah,Female,2008,24332
75-79 years,Utah,Female,2009,24496
75-79 years,Utah,Female,2010,24902
75-79 years,Utah,Female,2011,25489
75-79 years,Utah,Female,2012,26113
75-79 years,Utah,Female,2013,26768
75-79 years,Utah,Female,2014,27570
75-79 years,Utah,Female,2015,28482
75-79 years,Utah,Female,2016,29488
75-79 years,Utah,Female,2017,30818
75-79 years,Utah,Female,2018,33198
75-79 years,Utah,Female,2019,35411
75-79 years,Utah,Male,1990,12375
75-79 years,Utah,Male,1991,13031
75-79 years,Utah,Male,1992,13585
75-79 years,Utah,Male,1993,14343
75-79 years,Utah,Male,1994,14786
75-79 years,Utah,Male,1995,15285
75-79 years,Utah,Male,1996,15817
75-79 years,Utah,Male,1997,16372
75-79 years,Utah,Male,1998,16517
75-79 years,Utah,Male,1999,17013
75-79 years,Utah,Male,2000,17476
75-79 years,Utah,Male,2001,17810
75-79 years,Utah,Male,2002,18025
75-79 years,Utah,Male,2003,18261
75-79 years,Utah,Male,2004,18680
75-79 years,Utah,Male,2005,19174
75-79 years,Utah,Male,2006,19835
75-79 years,Utah,Male,2007,20140
75-79 years,Utah,Male,2008,20494
75-79 years,Utah,Male,2009,20553
75-79 years,Utah,Male,2010,21113
75-79 years,Utah,Male,2011,21584
75-79 years,Utah,Male,2012,22076
75-79 years,Utah,Male,2013,22932
75-79 years,Utah,Male,2014,23714
75-79 years,Utah,Male,2015,24329
75-79 years,Utah,Male,2016,25400
75-79 years,Utah,Male,2017,26651
75-79 years,Utah,Male,2018,28569
75-79 years,Utah,Male,2019,30234
75-79 years,Vermont,Female,1990,7738
75-79 years,Vermont,Female,1991,7907
75-79 years,Vermont,Female,1992,8024
75-79 years,Vermont,Female,1993,8188
75-79 years,Vermont,Female,1994,8235
75-79 years,Vermont,Female,1995,8408
75-79 years,Vermont,Female,1996,8602
75-79 years,Vermont,Female,1997,8746
75-79 years,Vermont,Female,1998,8967
75-79 years,Vermont,Female,1999,9157
75-79 years,Vermont,Female,2000,9325
75-79 years,Vermont,Female,2001,9383
75-79 years,Vermont,Female,2002,9384
75-79 years,Vermont,Female,2003,9301
75-79 years,Vermont,Female,2004,9246
75-79 years,Vermont,Female,2005,9228
75-79 years,Vermont,Female,2006,9196
75-79 years,Vermont,Female,2007,9166
75-79 years,Vermont,Female,2008,9026
75-79 years,Vermont,Female,2009,8837
75-79 years,Vermont,Female,2010,8830
75-79 years,Vermont,Female,2011,8773
75-79 years,Vermont,Female,2012,8775
75-79 years,Vermont,Female,2013,8905
75-79 years,Vermont,Female,2014,9150
75-79 years,Vermont,Female,2015,9366
75-79 years,Vermont,Female,2016,9794
75-79 years,Vermont,Female,2017,10256
75-79 years,Vermont,Female,2018,11041
75-79 years,Vermont,Female,2019,11641
75-79 years,Vermont,Male,1990,5105
75-79 years,Vermont,Male,1991,5201
75-79 years,Vermont,Male,1992,5331
75-79 years,Vermont,Male,1993,5523
75-79 years,Vermont,Male,1994,5615
75-79 years,Vermont,Male,1995,5760
75-79 years,Vermont,Male,1996,5992
75-79 years,Vermont,Male,1997,6108
75-79 years,Vermont,Male,1998,6240
75-79 years,Vermont,Male,1999,6478
75-79 years,Vermont,Male,2000,6656
75-79 years,Vermont,Male,2001,6695
75-79 years,Vermont,Male,2002,6807
75-79 years,Vermont,Male,2003,7005
75-79 years,Vermont,Male,2004,7017
75-79 years,Vermont,Male,2005,7020
75-79 years,Vermont,Male,2006,7104
75-79 years,Vermont,Male,2007,7081
75-79 years,Vermont,Male,2008,6980
75-79 years,Vermont,Male,2009,7078
75-79 years,Vermont,Male,2010,7111
75-79 years,Vermont,Male,2011,7250
75-79 years,Vermont,Male,2012,7361
75-79 years,Vermont,Male,2013,7588
75-79 years,Vermont,Male,2014,7737
75-79 years,Vermont,Male,2015,7943
75-79 years,Vermont,Male,2016,8348
75-79 years,Vermont,Male,2017,8801
75-79 years,Vermont,Male,2018,9608
75-79 years,Vermont,Male,2019,10297
75-79 years,Virginia,Female,1990,77932
75-79 years,Virginia,Female,1991,79825
75-79 years,Virginia,Female,1992,81885
75-79 years,Virginia,Female,1993,82907
75-79 years,Virginia,Female,1994,84979
75-79 years,Virginia,Female,1995,87269
75-79 years,Virginia,Female,1996,90911
75-79 years,Virginia,Female,1997,93996
75-79 years,Virginia,Female,1998,95663
75-79 years,Virginia,Female,1999,98133
75-79 years,Virginia,Female,2000,100031
75-79 years,Virginia,Female,2001,100551
75-79 years,Virginia,Female,2002,100355
75-79 years,Virginia,Female,2003,100777
75-79 years,Virginia,Female,2004,99857
75-79 years,Virginia,Female,2005,100178
75-79 years,Virginia,Female,2006,99864
75-79 years,Virginia,Female,2007,99050
75-79 years,Virginia,Female,2008,98552
75-79 years,Virginia,Female,2009,98119
75-79 years,Virginia,Female,2010,98719
75-79 years,Virginia,Female,2011,100035
75-79 years,Virginia,Female,2012,101971
75-79 years,Virginia,Female,2013,104755
75-79 years,Virginia,Female,2014,108308
75-79 years,Virginia,Female,2015,111670
75-79 years,Virginia,Female,2016,115910
75-79 years,Virginia,Female,2017,121623
75-79 years,Virginia,Female,2018,130120
75-79 years,Virginia,Female,2019,136660
75-79 years,Virginia,Male,1990,48188
75-79 years,Virginia,Male,1991,49629
75-79 years,Virginia,Male,1992,51426
75-79 years,Virginia,Male,1993,53109
75-79 years,Virginia,Male,1994,55012
75-79 years,Virginia,Male,1995,56990
75-79 years,Virginia,Male,1996,59963
75-79 years,Virginia,Male,1997,62192
75-79 years,Virginia,Male,1998,63696
75-79 years,Virginia,Male,1999,65483
