Age Group,State,Gender,Yearly July 1st Estimates,Population
25-29 years,Tennessee,Male,2016,232448
25-29 years,Tennessee,Male,2017,241459
25-29 years,Tennessee,Male,2018,246929
25-29 years,Tennessee,Male,2019,249326
25-29 years,Texas,Female,1990,753805
25-29 years,Texas,Female,1991,745924
25-29 years,Texas,Female,1992,733551
25-29 years,Texas,Female,1993,721990
25-29 years,Texas,Female,1994,714615
25-29 years,Texas,Female,1995,720133
25-29 years,Texas,Female,1996,734675
25-29 years,Texas,Female,1997,749353
25-29 years,Texas,Female,1998,763015
25-29 years,Texas,Female,1999,773408
25-29 years,Texas,Female,2000,779057
25-29 years,Texas,Female,2001,772457
25-29 years,Texas,Female,2002,774359
25-29 years,Texas,Female,2003,777053
25-29 years,Texas,Female,2004,790265
25-29 years,Texas,Female,2005,810798
25-29 years,Texas,Female,2006,845320
25-29 years,Texas,Female,2007,871577
25-29 years,Texas,Female,2008,895746
25-29 years,Texas,Female,2009,910067
25-29 years,Texas,Female,2010,916545
25-29 years,Texas,Female,2011,926676
25-29 years,Texas,Female,2012,935884
25-29 years,Texas,Female,2013,945812
25-29 years,Texas,Female,2014,967861
25-29 years,Texas,Female,2015,995015
25-29 years,Texas,Female,2016,1020752
25-29 years,Texas,Female,2017,1041654
25-29 years,Texas,Female,2018,1053465
25-29 years,Texas,Female,2019,1061442
25-29 years,Texas,Male,1990,771833
25-29 years,Texas,Male,1991,763126
25-29 years,Texas,Male,1992,751903
25-29 years,Texas,Male,1993,741307
25-29 years,Texas,Male,1994,735729
25-29 years,Texas,Male,1995,742541
25-29 years,Texas,Male,1996,757590
25-29 years,Texas,Male,1997,773088
25-29 years,Texas,Male,1998,787384
25-29 years,Texas,Male,1999,800999
25-29 years,Texas,Male,2000,808832
25-29 years,Texas,Male,2001,802799
25-29 years,Texas,Male,2002,801781
25-29 years,Texas,Male,2003,800789
25-29 years,Texas,Male,2004,812073
25-29 years,Texas,Male,2005,831599
25-29 years,Texas,Male,2006,859198
25-29 years,Texas,Male,2007,886786
25-29 years,Texas,Male,2008,914368
25-29 years,Texas,Male,2009,931677
25-29 years,Texas,Male,2010,942138
25-29 years,Texas,Male,2011,954747
25-29 years,Texas,Male,2012,968918
25-29 years,Texas,Male,2013,981691
25-29 years,Texas,Male,2014,1007329
25-29 years,Texas,Male,2015,1036429
25-29 years,Texas,Male,2016,1062516
25-29 years,Texas,Male,2017,1086419
25-29 years,Texas,Male,2018,1100553
25-29 years,Texas,Male,2019,1110855
25-29 years,Utah,Female,1990,68209
25-29 years,Utah,Female,1991,69076
25-29 years,Utah,Female,1992,70378
25-29 years,Utah,Female,1993,71900
25-29 years,Utah,Female,1994,73557
25-29 years,Utah,Female,1995,75261
25-29 years,Utah,Female,1996,78175
25-29 years,Utah,Female,1997,80244
25-29 years,Utah,Female,1998,81585
25-29 years,Utah,Female,1999,83443
25-29 years,Utah,Female,2000,85514
25-29 years,Utah,Female,2001,86501
25-29 years,Utah,Female,2002,89315
25-29 years,Utah,Female,2003,92863
25-29 years,Utah,Female,2004,96309
25-29 years,Utah,Female,2005,99886
25-29 years,Utah,Female,2006,105473
25-29 years,Utah,Female,2007,109680
25-29 years,Utah,Female,2008,111343
25-29 years,Utah,Female,2009,111907
25-29 years,Utah,Female,2010,110902
25-29 years,Utah,Female,2011,108782
25-29 years,Utah,Female,2012,106298
25-29 years,Utah,Female,2013,105105
25-29 years,Utah,Female,2014,105556
25-29 years,Utah,Female,2015,107541
25-29 years,Utah,Female,2016,112469
25-29 years,Utah,Female,2017,117036
25-29 years,Utah,Female,2018,119908
25-29 years,Utah,Female,2019,122197
25-29 years,Utah,Male,1990,69651
25-29 years,Utah,Male,1991,71034
25-29 years,Utah,Male,1992,72906
25-29 years,Utah,Male,1993,74779
25-29 years,Utah,Male,1994,76931
25-29 years,Utah,Male,1995,79192
25-29 years,Utah,Male,1996,82747
25-29 years,Utah,Male,1997,85333
25-29 years,Utah,Male,1998,87247
25-29 years,Utah,Male,1999,89850
25-29 years,Utah,Male,2000,92550
25-29 years,Utah,Male,2001,91539
25-29 years,Utah,Male,2002,92798
25-29 years,Utah,Male,2003,95228
25-29 years,Utah,Male,2004,99196
25-29 years,Utah,Male,2005,100713
25-29 years,Utah,Male,2006,108343
25-29 years,Utah,Male,2007,113831
25-29 years,Utah,Male,2008,116669
25-29 years,Utah,Male,2009,116895
25-29 years,Utah,Male,2010,117808
25-29 years,Utah,Male,2011,114010
25-29 years,Utah,Male,2012,110247
25-29 years,Utah,Male,2013,108535
25-29 years,Utah,Male,2014,109784
25-29 years,Utah,Male,2015,111657
25-29 years,Utah,Male,2016,117462
25-29 years,Utah,Male,2017,123373
25-29 years,Utah,Male,2018,126912
25-29 years,Utah,Male,2019,129179
25-29 years,Vermont,Female,1990,22771
25-29 years,Vermont,Female,1991,21462
25-29 years,Vermont,Female,1992,20320
25-29 years,Vermont,Female,1993,19762
25-29 years,Vermont,Female,1994,19724
25-29 years,Vermont,Female,1995,19991
25-29 years,Vermont,Female,1996,20570
25-29 years,Vermont,Female,1997,20552
25-29 years,Vermont,Female,1998,19627
25-29 years,Vermont,Female,1999,18216
25-29 years,Vermont,Female,2000,16997
25-29 years,Vermont,Female,2001,16144
25-29 years,Vermont,Female,2002,15791
25-29 years,Vermont,Female,2003,15523
25-29 years,Vermont,Female,2004,15378
25-29 years,Vermont,Female,2005,15324
25-29 years,Vermont,Female,2006,15815
25-29 years,Vermont,Female,2007,16325
25-29 years,Vermont,Female,2008,17092
25-29 years,Vermont,Female,2009,17802
25-29 years,Vermont,Female,2010,17740
25-29 years,Vermont,Female,2011,17675
25-29 years,Vermont,Female,2012,17603
25-29 years,Vermont,Female,2013,17500
25-29 years,Vermont,Female,2014,17397
25-29 years,Vermont,Female,2015,17426
25-29 years,Vermont,Female,2016,17522
25-29 years,Vermont,Female,2017,17718
25-29 years,Vermont,Female,2018,18098
25-29 years,Vermont,Female,2019,18281
25-29 years,Vermont,Male,1990,21996
25-29 years,Vermont,Male,1991,20791
25-29 years,Vermont,Male,1992,19771
25-29 years,Vermont,Male,1993,19293
25-29 years,Vermont,Male,1994,19312
25-29 years,Vermont,Male,1995,19629
25-29 years,Vermont,Male,1996,20203
25-29 years,Vermont,Male,1997,20188
25-29 years,Vermont,Male,1998,19283
25-29 years,Vermont,Male,1999,17972
25-29 years,Vermont,Male,2000,16845
25-29 years,Vermont,Male,2001,16023
25-29 years,Vermont,Male,2002,15775
25-29 years,Vermont,Male,2003,15670
25-29 years,Vermont,Male,2004,15614
25-29 years,Vermont,Male,2005,15821
25-29 years,Vermont,Male,2006,16150
25-29 years,Vermont,Male,2007,16763
25-29 years,Vermont,Male,2008,17036
25-29 years,Vermont,Male,2009,17319
25-29 years,Vermont,Male,2010,17730
25-29 years,Vermont,Male,2011,17922
25-29 years,Vermont,Male,2012,17877
25-29 years,Vermont,Male,2013,18139
25-29 years,Vermont,Male,2014,18122
25-29 years,Vermont,Male,2015,18380
25-29 years,Vermont,Male,2016,18759
25-29 years,Vermont,Male,2017,19189
25-29 years,Vermont,Male,2018,19433
25-29 years,Vermont,Male,2019,19675
25-29 years,Virginia,Female,1990,284159
25-29 years,Virginia,Female,1991,280255
25-29 years,Virginia,Female,1992,275339
25-29 years,Virginia,Female,1993,269259
25-29 years,Virginia,Female,1994,263240
25-29 years,Virginia,Female,1995,260226
25-29 years,Virginia,Female,1996,260901
25-29 years,Virginia,Female,1997,259086
25-29 years,Virginia,Female,1998,254495
25-29 years,Virginia,Female,1999,249866
25-29 years,Virginia,Female,2000,244627
25-29 years,Virginia,Female,2001,238138
25-29 years,Virginia,Female,2002,235996
25-29 years,Virginia,Female,2003,237530
25-29 years,Virginia,Female,2004,242262
25-29 years,Virginia,Female,2005,249123
25-29 years,Virginia,Female,2006,257285
25-29 years,Virginia,Female,2007,263432
25-29 years,Virginia,Female,2008,270455
25-29 years,Virginia,Female,2009,277506
25-29 years,Virginia,Female,2010,281231
25-29 years,Virginia,Female,2011,284318
25-29 years,Virginia,Female,2012,286053
25-29 years,Virginia,Female,2013,287050
25-29 years,Virginia,Female,2014,289172
25-29 years,Virginia,Female,2015,291194
25-29 years,Virginia,Female,2016,292495
25-29 years,Virginia,Female,2017,294626
25-29 years,Virginia,Female,2018,295285
25-29 years,Virginia,Female,2019,294497
25-29 years,Virginia,Male,1990,289427
25-29 years,Virginia,Male,1991,285482
25-29 years,Virginia,Male,1992,281575
25-29 years,Virginia,Male,1993,275143
25-29 years,Virginia,Male,1994,268612
25-29 years,Virginia,Male,1995,265108
25-29 years,Virginia,Male,1996,265274
25-29 years,Virginia,Male,1997,262758
25-29 years,Virginia,Male,1998,258212
25-29 years,Virginia,Male,1999,254441
25-29 years,Virginia,Male,2000,250288
25-29 years,Virginia,Male,2001,243538
25-29 years,Virginia,Male,2002,239586
25-29 years,Virginia,Male,2003,238575
25-29 years,Virginia,Male,2004,242953
25-29 years,Virginia,Male,2005,248826
25-29 years,Virginia,Male,2006,256926
25-29 years,Virginia,Male,2007,265167
25-29 years,Virginia,Male,2008,274395
25-29 years,Virginia,Male,2009,280297
25-29 years,Virginia,Male,2010,285209
25-29 years,Virginia,Male,2011,288436
25-29 years,Virginia,Male,2012,291135
25-29 years,Virginia,Male,2013,293115
25-29 years,Virginia,Male,2014,296164
25-29 years,Virginia,Male,2015,298771
25-29 years,Virginia,Male,2016,301412
25-29 years,Virginia,Male,2017,305175
25-29 years,Virginia,Male,2018,306528
25-29 years,Virginia,Male,2019,307429
25-29 years,Washington,Female,1990,201199
25-29 years,Washington,Female,1991,199675
25-29 years,Washington,Female,1992,196635
25-29 years,Washington,Female,1993,194191
25-29 years,Washington,Female,1994,191952
25-29 years,Washington,Female,1995,192937
25-29 years,Washington,Female,1996,195066
25-29 years,Washington,Female,1997,196668
25-29 years,Washington,Female,1998,197444
25-29 years,Washington,Female,1999,196827
25-29 years,Washington,Female,2000,195659
25-29 years,Washington,Female,2001,191553
25-29 years,Washington,Female,2002,191650
25-29 years,Washington,Female,2003,194797
25-29 years,Washington,Female,2004,201080
25-29 years,Washington,Female,2005,209159
25-29 years,Washington,Female,2006,219940
25-29 years,Washington,Female,2007,227415
25-29 years,Washington,Female,2008,232390
25-29 years,Washington,Female,2009,235295
25-29 years,Washington,Female,2010,236098
25-29 years,Washington,Female,2011,239045
25-29 years,Washington,Female,2012,239692
25-29 years,Washington,Female,2013,241314
25-29 years,Washington,Female,2014,247375
25-29 years,Washington,Female,2015,255903
25-29 years,Washington,Female,2016,266216
25-29 years,Washington,Female,2017,276410
25-29 years,Washington,Female,2018,281682
25-29 years,Washington,Female,2019,283289
25-29 years,Washington,Male,1990,207490
25-29 years,Washington,Male,1991,205958
25-29 years,Washington,Male,1992,203592
25-29 years,Washington,Male,1993,201307
25-29 years,Washington,Male,1994,199107
25-29 years,Washington,Male,1995,201079
25-29 years,Washington,Male,1996,203878
25-29 years,Washington,Male,1997,206008
25-29 years,Washington,Male,1998,206412
25-29 years,Washington,Male,1999,206230
25-29 years,Washington,Male,2000,205384
25-29 years,Washington,Male,2001,201193
25-29 years,Washington,Male,2002,199796
25-29 years,Washington,Male,2003,200538
25-29 years,Washington,Male,2004,203954
25-29 years,Washington,Male,2005,210173
25-29 years,Washington,Male,2006,221000
25-29 years,Washington,Male,2007,227503
25-29 years,Washington,Male,2008,238717
25-29 years,Washington,Male,2009,245262
25-29 years,Washington,Male,2010,245445
25-29 years,Washington,Male,2011,249427
25-29 years,Washington,Male,2012,251170
25-29 years,Washington,Male,2013,254179
25-29 years,Washington,Male,2014,263270
25-29 years,Washington,Male,2015,274311
25-29 years,Washington,Male,2016,287953
25-29 years,Washington,Male,2017,300415
25-29 years,Washington,Male,2018,307243
25-29 years,Washington,Male,2019,309307
25-29 years,West Virginia,Female,1990,63213
25-29 years,West Virginia,Female,1991,60506
25-29 years,West Virginia,Female,1992,58318
25-29 years,West Virginia,Female,1993,56919
25-29 years,West Virginia,Female,1994,56181
25-29 years,West Virginia,Female,1995,56419
25-29 years,West Virginia,Female,1996,58224
25-29 years,West Virginia,Female,1997,59065
25-29 years,West Virginia,Female,1998,58889
25-29 years,West Virginia,Female,1999,57835
25-29 years,West Virginia,Female,2000,55947
25-29 years,West Virginia,Female,2001,53384
25-29 years,West Virginia,Female,2002,52340
25-29 years,West Virginia,Female,2003,52254
25-29 years,West Virginia,Female,2004,52732
25-29 years,West Virginia,Female,2005,53760
25-29 years,West Virginia,Female,2006,55114
25-29 years,West Virginia,Female,2007,55638
25-29 years,West Virginia,Female,2008,55391
25-29 years,West Virginia,Female,2009,54605
25-29 years,West Virginia,Female,2010,53307
25-29 years,West Virginia,Female,2011,52633
25-29 years,West Virginia,Female,2012,52063
25-29 years,West Virginia,Female,2013,51397
25-29 years,West Virginia,Female,2014,52206
25-29 years,West Virginia,Female,2015,53563
25-29 years,West Virginia,Female,2016,54878
25-29 years,West Virginia,Female,2017,55205
25-29 years,West Virginia,Female,2018,55162
25-29 years,West Virginia,Female,2019,54214
25-29 years,West Virginia,Male,1990,58483
25-29 years,West Virginia,Male,1991,56462
25-29 years,West Virginia,Male,1992,54986
25-29 years,West Virginia,Male,1993,54176
25-29 years,West Virginia,Male,1994,53943
25-29 years,West Virginia,Male,1995,54678
25-29 years,West Virginia,Male,1996,56850
25-29 years,West Virginia,Male,1997,58055
25-29 years,West Virginia,Male,1998,58277
25-29 years,West Virginia,Male,1999,57723
25-29 years,West Virginia,Male,2000,56283
25-29 years,West Virginia,Male,2001,53840
25-29 years,West Virginia,Male,2002,53657
25-29 years,West Virginia,Male,2003,53625
25-29 years,West Virginia,Male,2004,54209
25-29 years,West Virginia,Male,2005,55134
25-29 years,West Virginia,Male,2006,56580
25-29 years,West Virginia,Male,2007,56052
25-29 years,West Virginia,Male,2008,56254
25-29 years,West Virginia,Male,2009,55823
25-29 years,West Virginia,Male,2010,55084
25-29 years,West Virginia,Male,2011,54851
25-29 years,West Virginia,Male,2012,54707
25-29 years,West Virginia,Male,2013,54636
25-29 years,West Virginia,Male,2014,55435
25-29 years,West Virginia,Male,2015,56696
25-29 years,West Virginia,Male,2016,57884
25-29 years,West Virginia,Male,2017,58388
25-29 years,West Virginia,Male,2018,58161
25-29 years,West Virginia,Male,2019,57654
25-29 years,Wisconsin,Female,1990,199874
25-29 years,Wisconsin,Female,1991,194638
25-29 years,Wisconsin,Female,1992,189106
25-29 years,Wisconsin,Female,1993,184832
25-29 years,Wisconsin,Female,1994,180972
25-29 years,Wisconsin,Female,1995,179657
25-29 years,Wisconsin,Female,1996,180396
25-29 years,Wisconsin,Female,1997,176927
25-29 years,Wisconsin,Female,1998,172010
25-29 years,Wisconsin,Female,1999,166974
25-29 years,Wisconsin,Female,2000,162719
25-29 years,Wisconsin,Female,2001,157121
25-29 years,Wisconsin,Female,2002,155532
25-29 years,Wisconsin,Female,2003,156282
25-29 years,Wisconsin,Female,2004,158058
25-29 years,Wisconsin,Female,2005,160132
25-29 years,Wisconsin,Female,2006,164720
25-29 years,Wisconsin,Female,2007,171414
25-29 years,Wisconsin,Female,2008,176699
25-29 years,Wisconsin,Female,2009,180988
25-29 years,Wisconsin,Female,2010,182975
25-29 years,Wisconsin,Female,2011,181960
25-29 years,Wisconsin,Female,2012,178856
25-29 years,Wisconsin,Female,2013,176013
25-29 years,Wisconsin,Female,2014,173918
25-29 years,Wisconsin,Female,2015,172419
25-29 years,Wisconsin,Female,2016,173299
25-29 years,Wisconsin,Female,2017,177297
25-29 years,Wisconsin,Female,2018,180914
25-29 years,Wisconsin,Female,2019,184099
25-29 years,Wisconsin,Male,1990,197829
25-29 years,Wisconsin,Male,1991,193334
25-29 years,Wisconsin,Male,1992,188873
25-29 years,Wisconsin,Male,1993,185548
25-29 years,Wisconsin,Male,1994,182432
25-29 years,Wisconsin,Male,1995,181990
25-29 years,Wisconsin,Male,1996,183535
25-29 years,Wisconsin,Male,1997,180632
25-29 years,Wisconsin,Male,1998,176236
25-29 years,Wisconsin,Male,1999,172128
25-29 years,Wisconsin,Male,2000,168886
25-29 years,Wisconsin,Male,2001,164038
25-29 years,Wisconsin,Male,2002,162627
25-29 years,Wisconsin,Male,2003,164088
25-29 years,Wisconsin,Male,2004,167627
25-29 years,Wisconsin,Male,2005,170588
25-29 years,Wisconsin,Male,2006,175463
25-29 years,Wisconsin,Male,2007,181565
25-29 years,Wisconsin,Male,2008,186775
25-29 years,Wisconsin,Male,2009,188025
25-29 years,Wisconsin,Male,2010,189124
25-29 years,Wisconsin,Male,2011,187519
25-29 years,Wisconsin,Male,2012,185402
25-29 years,Wisconsin,Male,2013,183597
25-29 years,Wisconsin,Male,2014,183588
25-29 years,Wisconsin,Male,2015,183077
25-29 years,Wisconsin,Male,2016,184495
25-29 years,Wisconsin,Male,2017,188991
25-29 years,Wisconsin,Male,2018,193322
25-29 years,Wisconsin,Male,2019,195545
25-29 years,Wyoming,Female,1990,16527
25-29 years,Wyoming,Female,1991,15260
25-29 years,Wyoming,Female,1992,14213
25-29 years,Wyoming,Female,1993,13498
25-29 years,Wyoming,Female,1994,13094
25-29 years,Wyoming,Female,1995,13100
25-29 years,Wyoming,Female,1996,13461
25-29 years,Wyoming,Female,1997,13763
25-29 years,Wyoming,Female,1998,14048
25-29 years,Wyoming,Female,1999,14334
25-29 years,Wyoming,Female,2000,14320
25-29 years,Wyoming,Female,2001,13775
25-29 years,Wyoming,Female,2002,13907
25-29 years,Wyoming,Female,2003,13982
25-29 years,Wyoming,Female,2004,14684
25-29 years,Wyoming,Female,2005,15535
25-29 years,Wyoming,Female,2006,16650
25-29 years,Wyoming,Female,2007,17760
25-29 years,Wyoming,Female,2008,18690
25-29 years,Wyoming,Female,2009,19424
25-29 years,Wyoming,Female,2010,19551
25-29 years,Wyoming,Female,2011,19449
25-29 years,Wyoming,Female,2012,19509
25-29 years,Wyoming,Female,2013,19389
25-29 years,Wyoming,Female,2014,19330
25-29 years,Wyoming,Female,2015,19380
25-29 years,Wyoming,Female,2016,19254
25-29 years,Wyoming,Female,2017,18851
25-29 years,Wyoming,Female,2018,18700
25-29 years,Wyoming,Female,2019,18333
25-29 years,Wyoming,Male,1990,16056
25-29 years,Wyoming,Male,1991,15025
25-29 years,Wyoming,Male,1992,14178
25-29 years,Wyoming,Male,1993,13626
25-29 years,Wyoming,Male,1994,13409
25-29 years,Wyoming,Male,1995,13529
25-29 years,Wyoming,Male,1996,14000
25-29 years,Wyoming,Male,1997,14410
25-29 years,Wyoming,Male,1998,15082
25-29 years,Wyoming,Male,1999,15293
25-29 years,Wyoming,Male,2000,15447
25-29 years,Wyoming,Male,2001,14956
25-29 years,Wyoming,Male,2002,14987
25-29 years,Wyoming,Male,2003,14994
25-29 years,Wyoming,Male,2004,15549
25-29 years,Wyoming,Male,2005,16259
25-29 years,Wyoming,Male,2006,17467
25-29 years,Wyoming,Male,2007,19178
25-29 years,Wyoming,Male,2008,20047
25-29 years,Wyoming,Male,2009,21794
25-29 years,Wyoming,Male,2010,21800
25-29 years,Wyoming,Male,2011,21689
25-29 years,Wyoming,Male,2012,21751
25-29 years,Wyoming,Male,2013,21397
25-29 years,Wyoming,Male,2014,21443
25-29 years,Wyoming,Male,2015,21428
25-29 years,Wyoming,Male,2016,20956
25-29 years,Wyoming,Male,2017,20581
25-29 years,Wyoming,Male,2018,20153
25-29 years,Wyoming,Male,2019,19708
30-34 years,Alabama,Female,1990,170380
30-34 years,Alabama,Female,1991,170717
30-34 years,Alabama,Female,1992,169904
30-34 years,Alabama,Female,1993,169660
30-34 years,Alabama,Female,1994,168488
30-34 years,Alabama,Female,1995,165441
30-34 years,Alabama,Female,1996,161922
30-34 years,Alabama,Female,1997,157694
30-34 years,Alabama,Female,1998,155065
30-34 years,Alabama,Female,1999,153099
30-34 years,Alabama,Female,2000,152816
30-34 years,Alabama,Female,2001,153262
30-34 years,Alabama,Female,2002,153189
30-34 years,Alabama,Female,2003,153006
30-34 years,Alabama,Female,2004,152100
30-34 years,Alabama,Female,2005,149728
30-34 years,Alabama,Female,2006,146533
30-34 years,Alabama,Female,2007,145591
30-34 years,Alabama,Female,2008,146382
30-34 years,Alabama,Female,2009,148915
30-34 years,Alabama,Female,2010,152163
30-34 years,Alabama,Female,2011,154766
30-34 years,Alabama,Female,2012,155930
30-34 years,Alabama,Female,2013,156578
30-34 years,Alabama,Female,2014,156749
30-34 years,Alabama,Female,2015,155773
30-34 years,Alabama,Female,2016,155261
30-34 years,Alabama,Female,2017,154630
30-34 years,Alabama,Female,2018,155448
30-34 years,Alabama,Female,2019,157860
30-34 years,Alabama,Male,1990,161000
30-34 years,Alabama,Male,1991,161996
30-34 years,Alabama,Male,1992,162140
30-34 years,Alabama,Male,1993,162466
30-34 years,Alabama,Male,1994,161702
30-34 years,Alabama,Male,1995,159036
30-34 years,Alabama,Male,1996,155850
30-34 years,Alabama,Male,1997,151932
30-34 years,Alabama,Male,1998,149654
30-34 years,Alabama,Male,1999,148196
30-34 years,Alabama,Male,2000,148363
30-34 years,Alabama,Male,2001,148924
30-34 years,Alabama,Male,2002,149479
30-34 years,Alabama,Male,2003,149716
30-34 years,Alabama,Male,2004,147796
30-34 years,Alabama,Male,2005,145535
30-34 years,Alabama,Male,2006,141715
30-34 years,Alabama,Male,2007,140442
30-34 years,Alabama,Male,2008,140890
30-34 years,Alabama,Male,2009,144437
30-34 years,Alabama,Male,2010,147257
30-34 years,Alabama,Male,2011,149497
30-34 years,Alabama,Male,2012,150763
30-34 years,Alabama,Male,2013,151430
30-34 years,Alabama,Male,2014,151060
30-34 years,Alabama,Male,2015,149584
30-34 years,Alabama,Male,2016,148128
30-34 years,Alabama,Male,2017,147379
30-34 years,Alabama,Male,2018,147944
30-34 years,Alabama,Male,2019,151231
30-34 years,Alaska,Female,1990,28792
30-34 years,Alaska,Female,1991,29602
30-34 years,Alaska,Female,1992,30359
30-34 years,Alaska,Female,1993,30440
30-34 years,Alaska,Female,1994,30020
30-34 years,Alaska,Female,1995,29291
30-34 years,Alaska,Female,1996,28087
30-34 years,Alaska,Female,1997,26446
30-34 years,Alaska,Female,1998,24622
30-34 years,Alaska,Female,1999,23259
30-34 years,Alaska,Female,2000,22298
30-34 years,Alaska,Female,2001,22326
30-34 years,Alaska,Female,2002,22073
30-34 years,Alaska,Female,2003,21873
30-34 years,Alaska,Female,2004,21624
30-34 years,Alaska,Female,2005,21308
30-34 years,Alaska,Female,2006,21020
30-34 years,Alaska,Female,2007,20973
30-34 years,Alaska,Female,2008,21240
30-34 years,Alaska,Female,2009,22085
30-34 years,Alaska,Female,2010,23122
30-34 years,Alaska,Female,2011,24107
30-34 years,Alaska,Female,2012,24932
30-34 years,Alaska,Female,2013,25795
30-34 years,Alaska,Female,2014,26432
30-34 years,Alaska,Female,2015,26786
30-34 years,Alaska,Female,2016,27341
30-34 years,Alaska,Female,2017,27239
30-34 years,Alaska,Female,2018,27080
30-34 years,Alaska,Female,2019,27114
30-34 years,Alaska,Male,1990,30682
30-34 years,Alaska,Male,1991,31692
30-34 years,Alaska,Male,1992,32896
30-34 years,Alaska,Male,1993,33049
30-34 years,Alaska,Male,1994,32596
30-34 years,Alaska,Male,1995,31446
30-34 years,Alaska,Male,1996,30095
30-34 years,Alaska,Male,1997,28259
30-34 years,Alaska,Male,1998,26485
30-34 years,Alaska,Male,1999,25070
30-34 years,Alaska,Male,2000,24039
30-34 years,Alaska,Male,2001,23680
30-34 years,Alaska,Male,2002,23424
30-34 years,Alaska,Male,2003,23085
30-34 years,Alaska,Male,2004,22854
30-34 years,Alaska,Male,2005,22431
30-34 years,Alaska,Male,2006,22349
30-34 years,Alaska,Male,2007,22473
30-34 years,Alaska,Male,2008,22897
30-34 years,Alaska,Male,2009,23558
30-34 years,Alaska,Male,2010,25216
30-34 years,Alaska,Male,2011,26137
30-34 years,Alaska,Male,2012,27363
30-34 years,Alaska,Male,2013,28638
30-34 years,Alaska,Male,2014,29384
30-34 years,Alaska,Male,2015,29767
30-34 years,Alaska,Male,2016,30511
30-34 years,Alaska,Male,2017,30461
30-34 years,Alaska,Male,2018,30034
30-34 years,Alaska,Male,2019,30047
30-34 years,Arizona,Female,1990,156507
30-34 years,Arizona,Female,1991,162267
30-34 years,Arizona,Female,1992,167869
30-34 years,Arizona,Female,1993,173109
30-34 years,Arizona,Female,1994,180115
30-34 years,Arizona,Female,1995,183500
30-34 years,Arizona,Female,1996,183034
30-34 years,Arizona,Female,1997,182019
30-34 years,Arizona,Female,1998,178584
30-34 years,Arizona,Female,1999,176739
30-34 years,Arizona,Female,2000,177429
30-34 years,Arizona,Female,2001,181475
30-34 years,Arizona,Female,2002,185642
30-34 years,Arizona,Female,2003,187561
30-34 years,Arizona,Female,2004,188998
30-34 years,Arizona,Female,2005,191103
30-34 years,Arizona,Female,2006,192985
30-34 years,Arizona,Female,2007,195182
30-34 years,Arizona,Female,2008,197927
30-34 years,Arizona,Female,2009,201693
30-34 years,Arizona,Female,2010,205278
30-34 years,Arizona,Female,2011,209227
30-34 years,Arizona,Female,2012,212775
30-34 years,Arizona,Female,2013,216443
30-34 years,Arizona,Female,2014,219017
30-34 years,Arizona,Female,2015,219669
30-34 years,Arizona,Female,2016,221386
30-34 years,Arizona,Female,2017,222486
30-34 years,Arizona,Female,2018,225432
30-34 years,Arizona,Female,2019,231907
30-34 years,Arizona,Male,1990,159746
30-34 years,Arizona,Male,1991,166750
30-34 years,Arizona,Male,1992,173653
30-34 years,Arizona,Male,1993,180065
30-34 years,Arizona,Male,1994,188694
30-34 years,Arizona,Male,1995,193334
30-34 years,Arizona,Male,1996,193790
30-34 years,Arizona,Male,1997,193672
30-34 years,Arizona,Male,1998,190931
30-34 years,Arizona,Male,1999,190370
30-34 years,Arizona,Male,2000,192105
30-34 years,Arizona,Male,2001,195996
30-34 years,Arizona,Male,2002,199463
30-34 years,Arizona,Male,2003,199915
30-34 years,Arizona,Male,2004,200612
30-34 years,Arizona,Male,2005,201856
30-34 years,Arizona,Male,2006,203553
30-34 years,Arizona,Male,2007,205712
30-34 years,Arizona,Male,2008,208126
30-34 years,Arizona,Male,2009,210499
30-34 years,Arizona,Male,2010,213279
30-34 years,Arizona,Male,2011,217760
30-34 years,Arizona,Male,2012,222185
30-34 years,Arizona,Male,2013,227072
30-34 years,Arizona,Male,2014,230624
30-34 years,Arizona,Male,2015,232130
30-34 years,Arizona,Male,2016,235153
30-34 years,Arizona,Male,2017,237523
30-34 years,Arizona,Male,2018,241713
30-34 years,Arizona,Male,2019,249307
30-34 years,Arkansas,Female,1990,92756
30-34 years,Arkansas,Female,1991,93467
30-34 years,Arkansas,Female,1992,93669
30-34 years,Arkansas,Female,1993,95076
30-34 years,Arkansas,Female,1994,95771
30-34 years,Arkansas,Female,1995,95290
30-34 years,Arkansas,Female,1996,93568
30-34 years,Arkansas,Female,1997,91360
30-34 years,Arkansas,Female,1998,88838
30-34 years,Arkansas,Female,1999,87562
30-34 years,Arkansas,Female,2000,87776
30-34 years,Arkansas,Female,2001,88140
30-34 years,Arkansas,Female,2002,88441
30-34 years,Arkansas,Female,2003,88242
30-34 years,Arkansas,Female,2004,87877
30-34 years,Arkansas,Female,2005,87213
30-34 years,Arkansas,Female,2006,86295
30-34 years,Arkansas,Female,2007,85904
30-34 years,Arkansas,Female,2008,87138
30-34 years,Arkansas,Female,2009,89380
30-34 years,Arkansas,Female,2010,92000
30-34 years,Arkansas,Female,2011,94023
30-34 years,Arkansas,Female,2012,95277
30-34 years,Arkansas,Female,2013,96002
30-34 years,Arkansas,Female,2014,96161
30-34 years,Arkansas,Female,2015,95678
30-34 years,Arkansas,Female,2016,95186
30-34 years,Arkansas,Female,2017,95002
30-34 years,Arkansas,Female,2018,94960
